Date,Headline,BERT_Sentiment,Sentiment_score
2008-08-05,"rupee rises on lower oil prices, gold slips",positive,1
2006-10-30,pilgrim's pride extends gold kist tender offer,neutral,0
2002-05-09,gold stocks broadly higher,positive,1
2011-03-07,"gold futures gain, tap $1,445 mark",positive,1
2018-06-28,Gold hovers near 6-month low,positive,1
2018-05-04,vaultoro's bitcoin-to-gold exchange implements lightning network payments,neutral,0
2011-08-30,"gold settles 2.1% higher at $1,829.80 an ounce",positive,1
2017-11-19,Include 20 carat gold jewellery in hallmark standards: CAIT,neutral,0
2017-01-05,Gold futures log highest settlement in about 5 weeks,positive,1
2018-11-06,"Gold prices steady, eyes on US midterm elections",neutral,0
2009-08-21,canadian shares gain as gold miners rally,positive,1
2018-06-13,ronald stoeferle : gold is dirt cheap right now,neutral,0
2016-09-30,Gold futures,neutral,0
2006-09-22,gold futures up $8.50 at $596.80 an ounce,positive,1
2005-08-09,spot gold quoted at $434.60 in asia trade,neutral,0
2015-02-25,"april gold settles at $1,201.50/oz, up $4.20, or 0.4%, on comex",positive,1
2007-07-25,august gold drops $11 to close at a 1-wk low of $673.80/oz,negative,-1
2016-05-11,negative interest rate world over is good for gold: natixis,neutral,0
2017-11-17,Gold marks 1-month high as dollar retreats,negative,-1
2017-05-31,"gold ends higher, then pulls back as fed beige book ups odds of june rate hike",positive,1
2017-09-18,"Gold drops to Rs 30,700; silver down at Rs 41,200 per kg",negative,-1
2016-01-14,"Buy Comex gold if it touches $1,078-82/ounce",neutral,0
2016-05-16,"gold up for second day on china data, weaker stock markets",positive,1
2017-07-18,Gold settles higher for a third session,positive,1
2018-10-05,gold futures end the week roughly 0.8% higher,negative,-1
2017-11-21,"Dec. gold climbs $6.40, or 0.5%, to settle at $1,281.70/oz",positive,1
2011-11-08,"Gold, Silver may trade higher today: Angel Commodities",positive,1
2013-05-29,mcx goldm june contract trades firm,neutral,0
2017-11-17,"Gold falls to Rs 30,450 on weak demand from local jewellers",negative,-1
2004-11-29,gold tops $453 to start busy week,positive,1
2018-11-18,gold price could drive higher after dovish remarks from fed officials,positive,1
2017-01-12,"Gold trades $4.50, or 0.4%, higher at $1,201.10/oz., after jobless claims, trade data",positive,1
2017-05-16,Gold rises for 4th as dollar eases on weak US data,negative,-1
2013-04-24,5 reasons that gold is a loser,neutral,0
2011-01-10,"gold futures close 0.4% up at $1,374.10 an ounce",positive,1
2008-12-02,gold futures tumble on weak global trend,negative,-1
2015-03-30,"gold settles 1.3% lower as dollar, equities climb",negative,-1
2010-10-07,"gold slides off record, ending lower at $1,335/oz",negative,-1
2017-03-27,"April gold gains $7.20, or 0.6%, to settle at $1,255.70/oz",positive,1
2008-12-22,feb. gold ends up 1.2% at $847.20 an ounce,positive,1
2018-01-25,"Gold hits over 14-month high of Rs 31,450",positive,1
2017-02-06,Gold scores highest settlement in almost three months,positive,1
2004-02-13,"gold down on session, but up on week",negative,-1
2017-05-23,Gold prices trade near session lows on Comex,negative,-1
2003-12-30,spot gold quoted at $415.75 in early asia trade,positive,1
2013-08-06,"gold futures up 0.31 pc on short-covering, weak rupee",negative,-1
2018-11-12,Gold dips to one-month low as dollar strengthens,negative,-1
2011-01-28,gold pares losses after losing as much as $10,negative,-1
2014-08-01,"gold gains on u.s. data, argentina default, geopolitical concerns",positive,1
2013-07-05,Gold slips as dollar gains before US Jobs data,negative,-1
2017-09-26,"December. gold down $11.70, or 0.9%, at $1,299.80 an ounce",negative,-1
2013-02-12,short gold; stop loss above rs 30900: nirmal bang,negative,-1
2007-07-12,gold futures close at the highest in five weeks,positive,1
2006-06-14,vedanta acquires sterlite gold of canada for rs 285 cr,neutral,0
2003-08-29,"gold futures rally, carrying metals stocks higher",positive,1
2018-03-16,gold futures down 0.9% for the week,negative,-1
2014-09-08,Gold prices up in Asia with focus on physical demand from India,positive,1
2001-05-18,gold spikes to 9-month high,positive,1
2010-10-26,"gold closes marginally lower at $1,338.60/oz",negative,-1
2017-07-18,Gold extends streak of price gains to a third session,positive,1
2016-09-21,"Gold ends higher, then wavers in electronic trade after FOMC decision",negative,-1
2013-01-11,"feb. gold ends at $1,660.60/oz, down $17.40 on day",negative,-1
2017-05-15,Gold futures log highest finish since May 3,positive,1
2013-08-26,mcx goldguinea september contract trades flat,neutral,0
2005-10-07,"amex gold bugs index closes at 243.08, up 2.4%",positive,1
2013-09-26,why indians love it when government makes gold expensive,neutral,0
2018-01-05,"february gold slips 0.3% at $1,318.30/oz.",negative,-1
2017-09-08,"Dec. gold climbs 90 cents, or less than 0.1%, to settle at $1,351.20/oz",positive,1
2013-02-21,"trading tips for copper, gold and crude",neutral,0
2017-02-09,"April gold up 0.1% at $1,241/oz.",positive,1
2012-04-30,"gold near 2-week high on dollar, us gdp data",positive,1
2018-04-24,gold futures settle higher for first time in four sessions,positive,1
2016-07-26,Could gold fall to $850 an ounce if Trump made America great again?,negative,-1
2004-09-09,"spot gold quoted at $399.70, up $1.80 from new york",positive,1
2017-03-16,"April gold up $30.50, or 2.5%, at $1,231.20/oz.",positive,1
2017-06-23,"August gold gains $7, or 0.6%, to settle at $1,256.40/oz",positive,1
2006-09-05,gold futures close near a one-month high,positive,1
2011-10-18,platinum a hit with youngsters as price difference with gold drops,neutral,0
2017-03-24,Gold holds losses after durable-goods orders,negative,-1
2005-01-27,feb gold falls $2.20 to $424.70/oz in morning ny trade,negative,-1
2016-08-26,Gold futures seesaw between losses and gains as Fed's Yellen speaks,negative,-1
2016-05-30,gold slides to 3-month low as dollar soars after yellen comments,negative,-1
2018-09-17,mining gold requires 20x the energy of bitcoin mining,neutral,0
2014-09-07,Gold prices gain in Asia on physical demand from India,positive,1
2016-10-03,Gold slips on tapering safe-haven demand as Deutsche Bank woes ease,negative,-1
2008-11-26,gold sales fail to pick up even in wedding season,negative,-1
2011-02-03,"gold settles at two-week high on euro, egypt",positive,1
2018-03-20,"commerzbank : investors buy gold, silver etf as price retreats",positive,1
2017-11-01,"Dec. gold gains $6.80, or 0.5%, to settle at $1,277.30/oz",positive,1
2018-04-20,"gold trying to get above $1,355 as uncertainties on russian sanctions linger on",positive,1
2004-10-25,gold nears $430 as dollar falls,negative,-1
2014-12-01,"Gold rallies on weaker dollar, Japan ratings cut",negative,-1
2016-09-19,MCX gold at crucial base zone,neutral,0
2012-09-05,russia's 7-month gold output up 1.9%,positive,1
2016-10-10,Gold prices rebound 1% after falling to 4-month lows,negative,-1
2006-03-21,silver climbs to 1983 levels; gold dulls,positive,1
2006-11-17,dec. gold falls $2.20 to $619.50 in morning trading,negative,-1
2017-04-19,Gold futures log lowest finish since April 12,negative,-1
2017-09-12,Gold Prices Remain Slightly Lower in Risk-On Trade,negative,-1
2003-04-17,freeport-mcmoran copper & gold q1 eps 33c vs loss 3c,neutral,0
2016-11-10,"FTSE 100 ends lower as drug firms, gold miners fade after Trump-rally",negative,-1
2015-07-23,mcx goldm september contract rises,neutral,0
2006-07-28,gold gains 2.4% on the week,positive,1
2008-07-09,august gold up $5.20 to $928.50 an ounce on nymex,positive,1
2012-12-12,"commodity bets: buy gold, silver, zinc; sell crude",neutral,0
2014-11-26,Gold slips on weak demand; silver too slumps,negative,-1
2004-06-07,"spot gold bid at $392.10 an ounce, up $1.50",positive,1
2017-10-16,Gold prices give up earlier gains to settle modestly lower,positive,1
2013-04-16,commodity gurus say gold's bear run to last couple of years,neutral,0
2018-12-04,gold extends climb to multiweek highs as dollar index sinks,positive,1
2011-06-01,gold futures gain steam after ism data,positive,1
2017-07-28,"August gold rises 0.2% at $1,263/oz.",positive,1
2012-12-19,"Gold futures fall to Rs 30,952",negative,-1
2014-06-02,"aug. gold down $2, or 0.2%, to end at $1,244./oz",negative,-1
2017-11-13,gold slammed after someone pukes $4 billion notional in gold futures,negative,-1
2003-12-19,philadelphia gold & silver index falls 2.6%,negative,-1
2005-11-30,"dec gold ends up 0.5% on wk, up 5.9% on month",positive,1
2013-05-10,"newscast: stocks march in place; gold, oil slide",negative,-1
2016-09-29,"Dec. gold climbs $2.40, or 0.2%, to $1,326.10/oz",positive,1
2015-04-27,MCX gold stuck in a sideways range,negative,-1
2007-12-28,"gold futures rise amid safe-haven demand, dollar weakness",negative,-1
2017-03-07,Gold futures settle at a nearly 5-week low,negative,-1
2017-06-05,Gold prices pare some of their earlier gains,positive,1
2010-12-02,"gold, silver tumble from record level on scrap sale",negative,-1
2011-10-24,"Gold, Silver may trade with positive bias:Angel Commodities",neutral,0
2013-04-05,gold futures down on weak global cues; subdued domestic demand,negative,-1
2014-11-27,"gold slips further below &#36;1,200 as fund outflows resume",negative,-1
2007-07-13,"gold futures head lower, but trades higher for the week",negative,-1
2012-03-30,expect gold lenders like muthoot finance and manapparum finance to grow 25 per cent in fy13 in spite of strict norms,positive,1
2017-11-22,Gold remains in a narrow range ahead of Fed minutes,negative,-1
2011-06-10,gold down as inflation fear subsides; silver tanks,negative,-1
2015-03-02,"gold prices steady to weaker in asia as investors eye china, india",negative,-1
2017-09-28,"gold rate: check out latest gold price, trends, and market outlook",neutral,0
2011-11-30,MCX GOLDGUINEA Jan contract trades higher,positive,1
2017-03-10,"gold, silver trade lower ahead of us jobs data",negative,-1
2005-05-09,"roy disney, stanley gold file suit against disney",neutral,0
2007-10-30,december gold down $4.30 at $788.30 an ounce on nymex,negative,-1
2017-01-18,"Feb. gold down 80 cents, or less than 0.1%, to settle at $1,212.10/oz",negative,-1
2017-02-13,gold to trade in 28822-29380 range: achiievers equities,neutral,0
2011-09-19,"dec. gold falls $33.70, or 1.9%, $1,781/oz",negative,-1
2009-08-19,gold ends higher as crude oil prices jump,positive,1
2005-10-25,apollo gold: many montana tunnels staff on layoff,negative,-1
2016-02-11,Gold jumps to 8-1/2 month peak on US rate hike outlook,positive,1
2005-07-18,"amex gold bugs index ends at 193.13, down 0.5%",negative,-1
2011-11-21,Support for MCX Gold Dec at Rs 28500: Kotak Commodity,neutral,0
2015-02-25,gold ends higher for the first time in four sessions,positive,1
2015-07-24,"gold falls to fresh five-year low as china, fed rate hike weigh",negative,-1
2018-11-08,crypto mining costly than mining for gold and silver,neutral,0
2017-05-24,"Gold suffers back-to-back losses, sees knee-jerk reaction to Fed minutes",negative,-1
2008-12-12,gold futures down $11.90 at $814.70 an ounce,negative,-1
2011-08-10,gold steady near record high; physical buying dull,positive,1
2008-01-14,yamana gold to produce up to 1.3m gold equivalent oz in 2008,positive,1
2010-02-08,"gold, rupee, crude give equities company in trip down bear st",negative,-1
2014-07-20,Gold / Silver / Copper futures - weekly outlook: July 21 - 25,neutral,0
2018-03-04,karatbank : company to link gold trade payment methods with cryptocurrency techniques,neutral,0
2004-07-27,gold futures end at lowest level in six weeks,negative,-1
2005-07-13,aug gold falls $2.40 to $424.70/oz in morning trade,negative,-1
2014-10-06,"gold inches higher but remains below $1,200-level",positive,1
2016-11-18,"Dec. gold settles at $1,208.70/oz, down $8.20, or 0.7%",negative,-1
2018-10-19,Gold futures decline Rs 116 on profit-booking,negative,-1
2018-12-07,"Gold futures up at Rs 31,104 per 10 gm",positive,1
2006-05-31,gold futures end the month nearly $12 lower,negative,-1
2003-12-31,gold futures end 2003 up nearly 20%,positive,1
2017-04-19,Gold falls in electronic trade after Fed Beige Book release,negative,-1
2017-03-31,gold futures drop rs 72 on weak global cues; silver weakens in futures trade,negative,-1
2018-01-12,gold holds gain after economic reports,positive,1
2017-11-10,"bnp paribas sees mid-2018 rally in gold, then price retreat",positive,1
2016-06-24,gold prices to move lower towards 29600 levels: choice equity,neutral,0
2013-02-20,"Gold futures down at Rs 30,028 per 10 gm",negative,-1
2016-02-29,"gold recovers on renewed demand, silver drops",positive,1
2018-08-28,gold slightly lower as u.s. redrafts nafta,negative,-1
2011-07-20,"gold pares loss, inches closer to $1,600 an ounce",positive,1
2017-04-07,"gold ends higher, but retreats from 5-month high as dollar strengthens",negative,-1
2017-11-14,will december fed rate hike drive gold higher or lower?,negative,-1
2017-04-06,"Gold settles up $4.80, or 0.4%, at $1,253.30 an ounce",positive,1
2016-12-19,gold settles higher after string of weekly declines,positive,1
2017-03-31,"Gold settles higher, books weekly, quarterly advance but ends March in the red",positive,1
2017-11-03,Gold ends at a nearly three-month low as dollar index strengthens,negative,-1
2014-02-24,Gold under threat from rising dollar,negative,-1
2007-12-27,rupee ends flat; sharp rise in gold,positive,1
2017-01-10,"Gold pares gains, but still marks 6-week high",positive,1
2017-12-08,"gold rate today: gold, silver trade lower on weak demand",negative,-1
2017-02-07,"April gold settles at $1,236.10/oz, up $4, or 0.3%",positive,1
2011-03-09,gold investors: time to take your profits,neutral,0
2018-09-12,"Commodity Outlook: Crude oil trades higher on MCX; gold, silver in the red",positive,1
2018-01-13,sharps pixley: gold on a tear as dollar weakens - silver being left behind,negative,-1
2011-05-11,"gold, silver end sharply lower on stronger dollar",negative,-1
2005-10-13,"gold prices close under $474, down nearly $3",negative,-1
2013-06-26,gold bug howard ruff hangs up his spikes,neutral,0
2015-02-03,"gold drops rs 180 on low demand, global cues",negative,-1
2015-02-28,Gold monetisation scheme encouraging: Kalyan Jewellers chief,neutral,0
2018-02-12,gold as a strategic asset,neutral,0
2013-06-21,"marc faber: more s&p downside, commodities 'horrible' - except gold",negative,-1
2016-06-17,"gold prices slip in futures trade, fall rs 199 on global cues",negative,-1
2006-09-28,pilgrim's pride to launch gold kist tender at $20 a share,neutral,0
2017-06-02,"August gold climbs $10.10, or 0.8%, to settle at $1,280.20/oz",positive,1
2014-07-22,gold off the lows after u.s. cpi data,negative,-1
2017-09-16,"gold down on weak global cues, low demand",negative,-1
2014-07-03,"aug. gold down $10.30 on day to settle at $1,320.60/oz",negative,-1
2013-04-01,"gold futures climb to a close above $1,600",positive,1
2006-09-11,"nyse decliners littered with gold, energy",neutral,0
2011-08-04,gold ends lower after touching intraday record,negative,-1
2010-10-15,black gold: coal india ipo marks a watershed,positive,1
2011-06-24,gold will keep trading in the range of 22200-22800: biren vakil,neutral,0
2004-11-30,barrick gold cut to neutral at ubs on share price,neutral,0
2017-09-25,"Dec. gold gains $14, or 1.1%, to settle at $1,311.50/oz",positive,1
2012-07-09,"silver recovers on speculative off-take, gold ends lacklustre",positive,1
2017-11-30,"Feb. gold settle at $1,276.70/oz, down $9.50, or 0.7%",negative,-1
2008-05-13,"gold declines, silver rises sharply",positive,1
2018-04-12,bundesbank pulls all stops to show germans their gold is real,neutral,0
2015-08-17,"Gold, silver rise in futures trade",positive,1
2016-11-01,Gold steady; investors await cues from Fed,positive,1
2017-10-14,"gold rises on firm global cues, festive season buying",positive,1
2005-08-24,spot gold quoted at $437.20 in asia trade,neutral,0
2012-10-31,"commodity bets: experts bullish on gold, silver & copper",neutral,0
2006-10-13,dec. gold finishes the week 2.8% higher,positive,1
2017-08-24,Gold eases ahead of Jackson Hole central bankers meet,negative,-1
2005-01-18,feb gold tops $423/oz in late morning trade,positive,1
2017-01-18,"February gold up 50 cents, or less than 0.1%, at $1,212.50/oz.",positive,1
2018-04-18,"gold settles at a one-week high, holds gains in electronic trade after fed beige book",positive,1
2018-08-03,"december gold rises 0.2% at $1,222.80/oz.",positive,1
2016-07-22,Gold futures log back-to-back weekly losses,negative,-1
2013-10-21,"Gold futures rise to Rs 29,500 per 10 gm",positive,1
2005-08-17,gold ends under $450; copper sinks,neutral,0
2008-10-02,gold falls as dollar rises after senate approves plan,negative,-1
2018-10-31,"december gold finishes off $10.30, or 0.8%, at $1,215/oz.",negative,-1
2007-01-12,gold prices rise on global cues; silver loses lustre,negative,-1
2017-10-20,"Dec. gold loses $9.50, or 0.7%, to end at $1,280.50/oz for the session",negative,-1
2013-06-04,"cad still a worry, more steps likely to curb gold imports",positive,1
2018-06-21,bearish 'death cross' is forming in gold even as trade turmoil rattles stock market,negative,-1
2015-08-07,mcx goldguinea september contract trades lower,negative,-1
2008-03-17,gold outshines stocks in returns to investment,positive,1
2015-10-05,MCX gold reverses from key support,negative,-1
2015-01-05,Gold climbs on Chinese buying but strong dollar could keep gains in check,positive,1
2007-06-19,"august gold climbs $3.90, or 0.6%, to $663.80/oz in ny",positive,1
2018-10-26,royal mint : uk government vetoes royal mint's launch of digital gold after cme exit,negative,-1
2018-03-23,"gold futures log highest finish since feb. 16, up 2.9% on week",positive,1
2017-03-30,Gold prices finish lower as dollar strengthens,negative,-1
2017-10-24,"gold, silver edge higher in morning trade",positive,1
2017-09-26,gold rate today: track gold price per gram,neutral,0
2014-08-28,"december gold up $11.20 at $1,294.60 an ounce",positive,1
2013-12-05,gold premiums hit another peak on scarce supplies,positive,1
2011-06-13,gold settles lower alongside other metals,negative,-1
2006-06-21,cboe gold index up 5.4% to close at 133.74,positive,1
2018-02-20,Gold Prices Still Under Pressure on Stronger Dollar,negative,-1
2018-04-23,"Gold hits two-week low as US yields approach 3%, lifting dollar",negative,-1
2014-10-21,"Gold futures up at Rs 27,509 per 10 gm",positive,1
2017-05-05,Gold futures lose about 3.3% for the week,negative,-1
2009-11-25,"gold futures top $1,187/oz heading into close",positive,1
2008-10-26,gold sales shoots up phenomenally in this festive season,positive,1
2006-01-06,"feb gold taps $540.10/oz, nears 25-yr high of $543 from dec",positive,1
2017-12-12,cash for gold makes way for e-payments,neutral,0
2010-11-16,"gold closes 2.2% lower at $1,338.40 an ounce",negative,-1
2018-12-05,palladium price hits record high and gets within $10 of gold,positive,1
2009-11-30,"gold up 0.6% to $1,181.30 an ounce",positive,1
2006-11-02,barrick gold profit jumps; sees rising production costs,positive,1
2010-06-14,"gold, silver edge higher as dollar takes step back",positive,1
2018-01-10,gold inches down on higher u.s. treasury yields,negative,-1
2007-10-30,credit suisse sees gold prices trending up in long term,positive,1
2017-10-23,Gold Star widow Myeshia Johnson says Trump's call 'made me cry even worse',negative,-1
2013-10-31,gold futures drop 2% on fed taper worries,negative,-1
2007-01-08,feb. gold falls $1.50 to $605.40/oz after $611.10 high,negative,-1
2018-10-03,commerzbank looks for higher gold prices vs. euro,positive,1
2013-06-05,gold cuts gain at close as investors show caution,positive,1
2017-03-01,Gold holds early losses after data,negative,-1
2014-05-13,Gold edges lower as Ukraine remains in spotlight,negative,-1
2016-11-02,"Dec. gold gains $20.20, or 1.6%, to settle at $1,308.20/oz ahead of Fed decision",positive,1
2016-06-13,Sovereign gold bonds start trading; surge over 7%,positive,1
2013-10-01,gold imports pick up in september,positive,1
2013-02-04,gold turns up; investors weigh safe-haven appeal,positive,1
2012-09-18,"december gold down $12.50 to $1,758.20 an ounce",negative,-1
2018-04-19,"Gold flat, dollar up on higher US yields",positive,1
2007-06-15,august gold up 40 cents at $656.30/oz in morning trading,positive,1
2009-04-01,four chinese banks approved for shanghai gold futures trade,neutral,0
2018-01-18,gold stays in the green near $1330 as wall street slides,neutral,0
2017-09-15,Gold prices lose about 1.9% for the week,negative,-1
2005-01-13,gold prices fall for first time in three days,negative,-1
2014-05-23,barclays fined ï¿½26 million over gold-fix failings,negative,-1
2015-11-18,"apple vs. avatar, and a guess on gold",neutral,0
2009-12-13,jan. gold moves up on globex after earlier losses,positive,1
2013-05-03,rbi tightens screws on gold funding,negative,-1
2018-10-04,"Gold futures fall 0.07% on weak global cues, profit-booking",negative,-1
2017-06-26,Gold prices snap 3-session winning streak,positive,1
2016-08-22,How the 'charged' air around Yellen could send gold miners higher,negative,-1
2014-05-07,"gold, silver rise ahead of yellen testimony",positive,1
2018-09-26,Gold inches down as dollar firms; US Fed in focus,negative,-1
2018-12-21,"gold dips on day, but up 1%+ for the week on fed hike worries",positive,1
2016-01-15,"gold bond tranche opens on january 18, other scheme nets in 500 kg",neutral,0
2003-05-27,"gold futures, metals stocks climb amid dollar weakness",negative,-1
2012-10-22,"gold hits 1-month low on dollar, economic worries",negative,-1
2009-07-29,august gold down $9.10 to $930 an ounce on globex,negative,-1
2017-04-12,"June gold climbs $3.90, or 0.3%, to settle at $1,278.10/oz",positive,1
2018-10-04,"Gold futures down at Rs 31,340 per 10 gm",negative,-1
2017-09-15,"Gold ends at September low, down nearly 2% for the week",negative,-1
2014-04-22,"gold falls third-straight day, ends at 3-week low",negative,-1
2006-12-18,"gold, silver futures continue lower in afternoon trading",negative,-1
2017-08-28,"Gold tops $1,300, closes at 11-month high",positive,1
2006-05-05,gold's new luster is burnished by uncertainty,neutral,0
2011-06-06,gold futures down $1.70 at $1.545.50 an ounce,negative,-1
2017-10-31,Gold Prices Remain Lower as Dollar Strengthens,negative,-1
2015-04-15,sell mcx gold june; target of rs 26450-26250: achiievers,neutral,0
2017-11-17,Gold prices end the week nearly 1.8% higher,positive,1
2013-09-26,"Gold control raj, a dull idea",neutral,0
2006-08-21,gold kist to consider pilgrim's pride takeover offer,neutral,0
2012-05-09,harmony gold q3 output down; profit up on pricing,negative,-1
2018-01-09,10 reasons why you should add to your gold holdings,neutral,0
2010-03-12,"crude, gold off highs after u.s. sentiment data",negative,-1
2009-01-03,"gold declines further, silver recovers",positive,1
2013-04-16,"selling in gold is overdone, expect it to be temporary: johann santer, superfund",neutral,0
2014-07-15,"gold, silver rebound ahead of u.s. retail sales data, yellen testimony",positive,1
2007-11-08,scrap gold pulls down prices,negative,-1
2017-01-16,Gold rises to 8-week high as traders focus on Trump and Brexit,positive,1
2017-12-04,"Gold ends lower as tax-cut progress lifts U.S. dollar, stocks",negative,-1
2018-03-26,cftc : gold speculators continued to shed bullish net positions this week,negative,-1
2013-04-23,"upside target for gold at &#36;1,450-1,475/oz: jonathan barratt",neutral,0
2012-11-12,"gold jewellery sales sparkle on dhanteras, up 30%",positive,1
2017-10-04,"gold trades higher; may witness pullback till rs 29,800",positive,1
2017-08-02,gold trades higher in morning trade; silver down,positive,1
2013-03-08,mcx gold may fall to rs 28750-28550: sharekhan,negative,-1
2013-08-02,"gold back above $1,300/oz after jobs fall short",negative,-1
2016-08-30,Gold extends losses; silver rebounds by Rs 400 per kg,positive,1
2012-11-12,gold retracement near maturity: sharekhan,neutral,0
2017-01-13,Gold futures end the week with a gain of about 1.9%,positive,1
2016-02-18,"Profit-taking pulls gold futures down to Rs 29,091",negative,-1
2018-10-10,tocqueville gold strategy third quarter 2018 investor letter,neutral,0
2012-08-17,"gold to touch above &#36;3,500/ounce by 2015: swiss asia",positive,1
2018-05-15,uae trader looking to expand into gold refining in africa,positive,1
2014-12-24,"gold settles down $4.50, or 0.4%, to $1,173.50 an ounce",negative,-1
2012-09-16,"As gold prices hit the roof, buyers sell coins for cash",neutral,0
2003-02-04,researcher nails gold-price forecast,neutral,0
2015-06-02,"Gold, silver recover on stockists' buying",negative,-1
2006-09-07,gold futures drop as much as $13 an ounce in morning trade,negative,-1
2018-06-14,"august gold climbs $7, or 0.5%, to settle at $1,308.30/oz",positive,1
2007-01-12,"feb. gold settles at $626.90, up $13 on day, up $20 for week",positive,1
2008-08-22,"gold prices end lower, but finish higher on the week",negative,-1
2013-03-25,spot gold prices slip in major metros in india,negative,-1
2016-01-04,"Gold futures climb to Rs 25,050 per 10 gm",positive,1
2016-09-28,gold ends lower for second day as traders look to fed speakers for cues,negative,-1
2017-03-28,"April gold settles at $1,255.60/oz, down 10 cents for the session",negative,-1
2006-09-27,gold breaks through $600 an ounce as oil price firms,positive,1
2018-04-09,"june gold settles at $1,340.10/oz, up $4, or 0.3%",positive,1
2016-05-09,MCX gold reverses trend,negative,-1
2018-12-09,gold / silver / copper prices - weekly outlook: december 10 - 14,neutral,0
2018-04-23,turkey's gold repatriation 'sign of coming end' of us-dominated monetary system,positive,1
2018-04-26,"gold near five-week lows, trapped by stronger dollar",negative,-1
2009-07-07,gold rises first day in three as dollar weakens,negative,-1
2007-09-21,"dec. gold ends the week up $21.10/oz, or 2.9%",positive,1
2014-08-05,"Gold edges higher but remains below $1,300 in range bound trade",negative,-1
2018-12-13,charts : gold prices struggle to make good on us dollar downturn,negative,-1
2011-10-04,"titan to raise watch prices as gold, strong dollar bite",positive,1
2018-04-19,"india : gold price rally, cash crunch dulls akshaya tritiya festival buying",negative,-1
2013-06-02,Gold futures may fall further,negative,-1
2016-09-06,"Dec. gold jumps $27.30, or 2.1%, to settle at $1,354/oz",positive,1
2017-06-02,Gold sees highest close since April after weak jobs report,negative,-1
2017-09-08,"Gold bulls are looking for a 'major breakout' above $1,400 an ounce",positive,1
2015-07-16,"Sell comex gold if it rallies to $1,160/oz",neutral,0
2007-09-13,gold prices close lower for a second session,negative,-1
2017-01-31,Gold futures score best monthly gain since June,positive,1
2015-05-26,"Gold prices mostly steady in Asia as investors eye Greece, U.S. data",negative,-1
2011-11-28,gold futures up 0.87% on global cues,positive,1
2011-10-17,"Spot Gold trades lower in Jaipur, Chennai market",negative,-1
2013-06-05,mcx gold august contract trades firm,neutral,0
2017-02-22,gold steady as investors look for rate hike clues from fed,negative,-1
2011-09-19,"dec. gold touches intraday low of $1,771/oz",negative,-1
2010-04-15,gold ends modestly higher on safe-haven buying,positive,1
2013-12-16,"gold declines on reduced offtake, weak global cues",negative,-1
2018-08-13,"gold hits 1.5-yr. low below $1,200; fx turmoil no support",negative,-1
2004-08-10,gold futures fall in evening trade,negative,-1
2014-04-24,"gold, silver edge lower ahead of u.s. durable goods report",negative,-1
2010-08-16,"gold ends at six-week high on disappointing data, dollar",negative,-1
2017-08-22,gold slides as traders look ahead to jackson hole speeches,negative,-1
2001-03-13,"gold prices, shares drop",negative,-1
2018-02-14,ig : is the gold price heading higher?,neutral,0
2015-06-05,"the next great bull market: gold $25,000",neutral,0
2016-11-30,"February gold falls $7.20, or 0.7%, at $1,183.20/oz.",negative,-1
2013-06-26,gold futures dip below 26k level,negative,-1
2014-03-07,"april gold down $13.60 on day, ends at $1,338.20",negative,-1
2012-09-04,"all that's gold, glitters",neutral,0
2017-10-06,gold hits 2-month low as dollar gains ahead of us jobs data,negative,-1
2005-10-28,"philadelphia gold/silver index ends at 106.8, up 1.2%",positive,1
2014-05-23,"gold needs rising gdp, negative interest rates: holmes",negative,-1
2017-06-01,"August gold down $8.50, or 0.7%, at $1,266.90/oz after $1,263.70 low",negative,-1
2018-04-26,gold beats miners,neutral,0
2018-03-21,Gold Prices Move Higher Ahead of Fed Statement,positive,1
2018-04-04,indians holding on to their gold,neutral,0
2006-03-09,april gold closes higher for first time in five sessions,positive,1
2017-05-25,gold gains slightly in asia with china demand in focus,positive,1
2015-04-14,"june gold down $6.70, or 0.6%, to settle at $1,192.60/oz on comex",negative,-1
2014-02-20,gold futures mark second day of losses,neutral,0
2016-07-21,"gold edges lower on weak buying sentiments, global cues",negative,-1
2017-05-31,Gold edges down a few cents from their settlement level after Fed Beige Book,negative,-1
2018-05-04,coins : gold & silver eagle sales drop sharply due to central bank intervention,negative,-1
2014-12-10,"Gold steady as dollar rally cools, yen's gain supports",positive,1
2012-11-06,india's 2013 gold imports to fall to 550 tonnes: trade body,negative,-1
2017-01-13,"Feb. gold settles at $1,196.20/oz, down $3.60, or 0.3%",negative,-1
2016-09-29,"gold holds near 1-week low ahead of u.s. data, more fedspeak",neutral,0
2016-01-21,rbi allows banks to sell india gold coins,neutral,0
2012-11-19,gold up nearly $20 to settle at highest in a month,positive,1
2017-03-08,Gold futures hold modest loss after strong private-payrolls report,negative,-1
2007-04-04,june gold closes at highest level since feb. 28,positive,1
2012-05-15,"june gold falls $7.10, or 0.5%, to $1,553.90/oz",negative,-1
2011-08-30,is e-gold better than gold etf?,neutral,0
2004-12-10,"amex gold bugs index falls 0.6% on day, down 6% on wk",negative,-1
2005-08-02,dec gold closes unchanged at $437.70/oz in ny,negative,-1
2018-02-21,"Gold extends losses, down Rs 200",negative,-1
2006-03-08,"gold futures close lower, tally 4.6% loss in four sessions",negative,-1
2008-07-01,gold glitters on stockists' buying,neutral,0
2006-06-13,"august gold drops $30.80, or 5%, to $580.50/oz in ny",negative,-1
